date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-09-05,Yalova,TR,27.52,28.09,52,1015,açık,5.6
2026-09-05,İstanbul,TR,26.99,31.24,95,1016,açık,6.17
2026-09-05,Ankara,TR,26.78,26.21,28,1012,açık,3.13
2026-09-05,Bursa,TR,26.24,26.24,44,1015,açık,2.73
2026-09-05,Kocaeli,TR,24.39,24.35,56,1016,açık,4.47
