date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-06-11,Yalova,TR,24.41,24.66,67,1013,açık,4.82
2026-06-11,İstanbul,TR,24.1,24.16,61,1013,açık,5.01
2026-06-11,Ankara,TR,23.47,23.15,49,1011,parçalı az bulutlu,1.67
2026-06-11,Bursa,TR,21.59,21.4,61,1013,açık,1.57
2026-06-11,Kocaeli,TR,23.83,24.36,80,1014,açık,3.34
