date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-05-21,Yalova,TR,19.52,19.62,80,1013,kapalı,3.12
2026-05-21,İstanbul,TR,20.7,20.52,65,1013,parçalı bulutlu,3.09
2026-05-21,Ankara,TR,18.89,18.43,61,1008,kapalı,1.34
2026-05-21,Bursa,TR,18.05,18,80,1012,parçalı bulutlu,3.37
2026-05-21,Kocaeli,TR,15.5,15.35,86,1013,kapalı,4.11
