date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-06-18,Yalova,TR,21.08,21.12,72,1016,parçalı bulutlu,6.53
2026-06-18,İstanbul,TR,21.86,22.71,100,1016,parçalı bulutlu,5.64
2026-06-18,Ankara,TR,18.47,17.97,61,1015,kapalı,3.02
2026-06-18,Bursa,TR,19.03,18.92,74,1015,parçalı bulutlu,2.77
2026-06-18,Kocaeli,TR,21.61,22.31,95,1016,parçalı bulutlu,3.24
