date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-26,Yalova,TR,30.52,33.41,58,1011,açık,4.13
2026-08-26,İstanbul,TR,29.53,36.53,93,1012,açık,7.72
2026-08-26,Ankara,TR,31.67,29.91,24,1009,açık,1.34
2026-08-26,Bursa,TR,31.82,38.82,100,1012,açık,3.55
2026-08-26,Kocaeli,TR,29.83,30.95,51,1011,açık,4.62
