date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-07-18,Yalova,TR,28.3,29.21,54,1011,açık,7.18
2026-07-18,İstanbul,TR,27.18,29.64,75,1012,açık,6.07
2026-07-18,Ankara,TR,29,27.87,30,1008,parçalı az bulutlu,3.13
2026-07-18,Bursa,TR,26.32,26.32,42,1010,açık,5.33
2026-07-18,Kocaeli,TR,27.72,28.75,57,1012,açık,5.96
