date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-09-20,Yalova,TR,25.52,25.85,66,1020,kapalı,6.03
2026-09-20,İstanbul,TR,24.45,25.22,87,1021,parçalı az bulutlu,8.23
2026-09-20,Ankara,TR,24,23.71,48,1016,parçalı bulutlu,1.35
2026-09-20,Bursa,TR,23.79,23.69,56,1019,kapalı,4.67
2026-09-20,Kocaeli,TR,23.83,23.94,64,1021,parçalı bulutlu,4.37
