date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-06-15,Yalova,TR,19.7,19.34,62,1014,açık,2.47
2026-06-15,İstanbul,TR,18.84,19.13,90,1013,açık,2.05
2026-06-15,Ankara,TR,14,13.54,80,1013,açık,1.34
2026-06-15,Bursa,TR,17.23,16.37,52,1014,açık,1.27
2026-06-15,Kocaeli,TR,16.34,15.65,62,1013,açık,1.57
