date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-19,Yalova,TR,30.52,32.4,53,1013,açık,3.8
2026-08-19,İstanbul,TR,29.59,28.76,35,1013,parçalı az bulutlu,7.2
2026-08-19,Ankara,TR,30.06,28.67,28,1009,açık,2.24
2026-08-19,Bursa,TR,29.54,28.06,25,1013,açık,3.87
2026-08-19,Kocaeli,TR,30.5,29.92,37,1012,açık,5.41
