date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-24,Yalova,TR,23.65,24.37,88,1016,açık,4.44
2026-08-24,İstanbul,TR,24.8,25.79,94,1016,açık,6.17
2026-08-24,Ankara,TR,24.51,24.11,42,1018,açık,5.36
2026-08-24,Bursa,TR,21.8,21.86,70,1015,açık,1.98
2026-08-24,Kocaeli,TR,23.83,24.51,86,1016,parçalı bulutlu,2.54
