date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-15,Yalova,TR,24.7,25.03,69,1015,açık,7.91
2026-08-15,İstanbul,TR,22.95,23.6,88,1015,açık,6.69
2026-08-15,Ankara,TR,20.67,20.28,57,1010,açık,3.13
2026-08-15,Bursa,TR,19.91,19.86,73,1014,açık,2.87
2026-08-15,Kocaeli,TR,18.83,18.73,75,1015,parçalı az bulutlu,4.87
