date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-09-24,Yalova,TR,19.15,18.64,58,1022,açık,3.58
2026-09-24,İstanbul,TR,19.53,19.11,60,1022,parçalı bulutlu,5.66
2026-09-24,Ankara,TR,16.84,15.65,41,1019,açık,1.34
2026-09-24,Bursa,TR,19.17,18.55,54,1022,açık,1.89
2026-09-24,Kocaeli,TR,18.83,18.1,51,1022,parçalı az bulutlu,2.39
