date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-07-15,Yalova,TR,26.93,28.06,61,1017,açık,1.61
2026-07-15,İstanbul,TR,25.75,26.1,66,1017,açık,2.06
2026-07-15,Ankara,TR,21.23,20.87,56,1015,açık,1.34
2026-07-15,Bursa,TR,25.43,25.07,40,1016,açık,2.77
2026-07-15,Kocaeli,TR,23.83,23.55,49,1017,açık,3.39
