date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-05-06,Yalova,TR,11.52,10.42,65,1017,açık,1.07
2026-05-06,İstanbul,TR,13.08,12.09,63,1017,açık,3.09
2026-05-06,Ankara,TR,6.25,6.25,79,1016,açık,0.55
2026-05-06,Bursa,TR,9.31,9.31,75,1017,açık,1.2
2026-05-06,Kocaeli,TR,4.83,4.83,80,1018,açık,1.31
