date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-05-14,Yalova,TR,17.52,17.16,70,1005,kapalı,5.9
2026-05-14,İstanbul,TR,16.2,15.42,59,1006,parçalı bulutlu,5.66
2026-05-14,Ankara,TR,23.45,22.74,34,997,parçalı az bulutlu,3.13
2026-05-14,Bursa,TR,14.68,14.24,78,1004,parçalı bulutlu,2.07
2026-05-14,Kocaeli,TR,12.72,12.01,75,1006,kapalı,4.57
