date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-04-27,Yalova,TR,11.52,10.4,64,1021,açık,7.63
2026-04-27,İstanbul,TR,11.89,10.52,53,1021,açık,8.23
2026-04-27,Ankara,TR,14.51,13.61,61,1016,parçalı bulutlu,3.49
2026-04-27,Bursa,TR,10,9.26,64,1019,az bulutlu,1.92
2026-04-27,Kocaeli,TR,8.83,6.34,63,1022,açık,4.49
