date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-07,Yalova,TR,25.52,26.29,83,1009,açık,2.16
2026-08-07,İstanbul,TR,26.06,26.06,100,1009,açık,2.95
2026-08-07,Ankara,TR,26.23,26.23,51,1009,açık,0.45
2026-08-07,Bursa,TR,22.03,22.09,69,1010,açık,0.96
2026-08-07,Kocaeli,TR,18.83,19.22,94,1009,açık,0.53
