date,city,country,temperature,feels_like,humidity,pressure,weather,wind_speed
2026-08-28,Yalova,TR,22.48,22.77,76,1017,açık,4.17
2026-08-28,İstanbul,TR,20.4,20.95,94,1017,az bulutlu,5.66
2026-08-28,Ankara,TR,17.29,16.59,58,1014,parçalı bulutlu,2.24
2026-08-28,Bursa,TR,16.81,16.5,75,1017,hafif yağmur,1.03
2026-08-28,Kocaeli,TR,15.5,15.51,92,1017,parçalı az bulutlu,1.64
